return_id,order_id,order_item_id,product_id,customer_id,return_date,return_reason,refund_amount
RET00576,ORD005289,OI010872,PROD0050,CUST00157,2024-06-28,Changed Mind,1350.49
RET00577,ORD005294,OI010887,PROD0032,CUST00173,2025-11-30,Not as Described,3046.36
RET00578,ORD005296,OI010890,PROD0044,CUST00242,2024-09-19,Changed Mind,295.59
RET00579,ORD005299,OI010901,PROD0019,CUST00286,2025-09-17,Changed Mind,957.5
RET00580,ORD005302,OI010908,PROD0009,CUST00466,2025-03-28,Size/Fit Issue,6834.66
RET00581,ORD005304,OI010910,PROD0040,CUST00573,2025-01-06,Better Price Found Elsewhere,9029.24
RET00582,ORD005319,OI010938,PROD0049,CUST00445,2025-12-21,Better Price Found Elsewhere,867.91
RET00583,ORD005338,OI010981,PROD0031,CUST00518,2025-04-17,Better Price Found Elsewhere,1725.98
RET00584,ORD005345,OI010992,PROD0014,CUST00184,2025-08-18,Wrong Item Delivered,2344.0
RET00585,ORD005359,OI011022,PROD0038,CUST00434,2025-06-09,Changed Mind,4594.96
RET00586,ORD005360,OI011025,PROD0010,CUST00152,2024-05-02,Wrong Item Delivered,34940.93
RET00587,ORD005361,OI011029,PROD0044,CUST00576,2024-01-21,Product Damaged,280.03
RET00588,ORD005363,OI011035,PROD0007,CUST00575,2025-04-16,Not as Described,2158.52
RET00589,ORD005364,OI011043,PROD0029,CUST00226,2025-11-29,Better Price Found Elsewhere,3732.53
RET00590,ORD005368,OI011048,PROD0036,CUST00125,2024-11-29,Not as Described,3616.42
RET00591,ORD005374,OI011061,PROD0007,CUST00031,2025-05-28,Product Damaged,2038.6
RET00592,ORD005376,OI011064,PROD0049,CUST00041,2025-02-22,Product Damaged,771.47
RET00593,ORD005381,OI011073,PROD0040,CUST00057,2025-03-21,Size/Fit Issue,5045.75
RET00594,ORD005383,OI011075,PROD0049,CUST00345,2024-04-23,Better Price Found Elsewhere,458.06
RET00595,ORD005392,OI011098,PROD0014,CUST00209,2024-11-09,Better Price Found Elsewhere,8272.95
RET00596,ORD005396,OI011105,PROD0013,CUST00248,2025-11-17,Product Damaged,2374.52
RET00597,ORD005400,OI011117,PROD0007,CUST00072,2024-11-30,Changed Mind,2278.43
RET00598,ORD005402,OI011120,PROD0008,CUST00270,2024-10-01,Size/Fit Issue,1111.28
RET00599,ORD005413,OI011148,PROD0013,CUST00390,2026-01-07,Better Price Found Elsewhere,2255.79
RET00600,ORD005424,OI011166,PROD0011,CUST00169,2024-03-17,Size/Fit Issue,1228.28
RET00601,ORD005430,OI011176,PROD0013,CUST00502,2024-10-08,Changed Mind,2255.79
RET00602,ORD005454,OI011231,PROD0001,CUST00060,2024-12-28,Not as Described,2978.99
RET00603,ORD005456,OI011233,PROD0050,CUST00211,2025-06-17,Wrong Item Delivered,712.76
RET00604,ORD005459,OI011238,PROD0007,CUST00352,2025-08-30,Not as Described,2398.35
RET00605,ORD005461,OI011241,PROD0013,CUST00251,2024-05-26,Size/Fit Issue,2137.07
RET00606,ORD005468,OI011255,PROD0007,CUST00284,2025-12-14,Changed Mind,2278.43
RET00607,ORD005478,OI011276,PROD0024,CUST00045,2024-11-10,Changed Mind,3493.68
RET00608,ORD005480,OI011286,PROD0040,CUST00329,2025-11-30,Not as Described,15933.96
RET00609,ORD005497,OI011316,PROD0007,CUST00277,2025-10-28,Size/Fit Issue,3837.36
RET00610,ORD005498,OI011317,PROD0049,CUST00417,2025-06-05,Better Price Found Elsewhere,1229.53
RET00611,ORD005510,OI011336,PROD0007,CUST00299,2025-07-05,Wrong Item Delivered,2398.35
RET00612,ORD005527,OI011374,PROD0049,CUST00558,2025-01-26,Changed Mind,482.17
RET00613,ORD005531,OI011382,PROD0013,CUST00573,2024-04-27,Changed Mind,2018.34
RET00614,ORD005532,OI011383,PROD0013,CUST00278,2024-08-06,Wrong Item Delivered,2374.52
RET00615,ORD005534,OI011386,PROD0010,CUST00595,2025-05-15,Quality Issue,14558.72
RET00616,ORD005535,OI011388,PROD0002,CUST00027,2024-12-09,Better Price Found Elsewhere,8119.8
RET00617,ORD005536,OI011389,PROD0002,CUST00045,2024-11-06,Wrong Item Delivered,4273.58
RET00618,ORD005541,OI011402,PROD0032,CUST00408,2024-10-10,Changed Mind,1443.02
RET00619,ORD005543,OI011404,PROD0022,CUST00063,2025-09-26,Product Damaged,1469.28
RET00620,ORD005549,OI011414,PROD0012,CUST00269,2025-11-10,Not as Described,1572.6
RET00621,ORD005551,OI011419,PROD0019,CUST00299,2025-11-18,Better Price Found Elsewhere,1627.75
RET00622,ORD005556,OI011426,PROD0007,CUST00513,2025-10-28,Changed Mind,4796.7
RET00623,ORD005566,OI011445,PROD0049,CUST00467,2024-12-15,Wrong Item Delivered,964.34
RET00624,ORD005572,OI011460,PROD0005,CUST00335,2025-11-18,Quality Issue,1478.08
RET00625,ORD005576,OI011467,PROD0046,CUST00248,2025-10-14,Product Damaged,425.08
RET00626,ORD005595,OI011501,PROD0007,CUST00448,2025-12-14,Better Price Found Elsewhere,2398.35
RET00627,ORD005655,OI011635,PROD0040,CUST00345,2025-11-20,Wrong Item Delivered,9029.24
RET00628,ORD005656,OI011638,PROD0050,CUST00455,2025-10-15,Wrong Item Delivered,2025.73
RET00629,ORD005657,OI011642,PROD0029,CUST00090,2025-04-06,Not as Described,1762.59
RET00630,ORD005661,OI011647,PROD0007,CUST00359,2025-02-22,Better Price Found Elsewhere,2038.6
RET00631,ORD005664,OI011652,PROD0040,CUST00408,2024-09-25,Better Price Found Elsewhere,4249.06
RET00632,ORD005665,OI011654,PROD0032,CUST00281,2025-03-15,Not as Described,1603.35
RET00633,ORD005667,OI011659,PROD0032,CUST00047,2025-11-26,Quality Issue,3206.7
RET00634,ORD005669,OI011662,PROD0028,CUST00038,2025-03-19,Not as Described,9171.98
RET00635,ORD005678,OI011676,PROD0031,CUST00468,2024-07-01,Better Price Found Elsewhere,776.69
RET00636,ORD005691,OI011703,PROD0009,CUST00317,2024-11-27,Product Damaged,20503.98
RET00637,ORD005698,OI011714,PROD0044,CUST00266,2025-01-15,Size/Fit Issue,622.3
RET00638,ORD005705,OI011730,PROD0024,CUST00325,2025-08-22,Product Damaged,3493.68
RET00639,ORD005716,OI011760,PROD0007,CUST00157,2024-07-13,Better Price Found Elsewhere,2398.35
RET00640,ORD005719,OI011764,PROD0050,CUST00244,2025-08-04,Size/Fit Issue,637.73
RET00641,ORD005722,OI011770,PROD0007,CUST00051,2024-10-25,Wrong Item Delivered,2398.35
RET00642,ORD005725,OI011775,PROD0049,CUST00587,2024-12-31,Better Price Found Elsewhere,385.74
RET00643,ORD005730,OI011786,PROD0026,CUST00499,2024-10-08,Product Damaged,1087.82
RET00644,ORD005745,OI011814,PROD0011,CUST00039,2025-05-31,Changed Mind,2729.5
RET00645,ORD005754,OI011829,PROD0046,CUST00573,2025-09-19,Product Damaged,403.83
RET00646,ORD005760,OI011838,PROD0009,CUST00445,2024-12-05,Size/Fit Issue,7194.38
RET00647,ORD005772,OI011859,PROD0007,CUST00422,2024-06-25,Changed Mind,2038.6
RET00648,ORD005774,OI011863,PROD0013,CUST00142,2025-01-09,Not as Described,2374.52
RET00649,ORD005789,OI011887,PROD0049,CUST00119,2025-01-08,Quality Issue,1374.18
RET00650,ORD005813,OI011934,PROD0003,CUST00445,2024-06-26,Not as Described,2828.35
RET00651,ORD005815,OI011938,PROD0040,CUST00221,2025-09-24,Quality Issue,5311.32
RET00652,ORD005818,OI011945,PROD0011,CUST00072,2024-12-15,Better Price Found Elsewhere,1160.04
RET00653,ORD005834,OI011980,PROD0007,CUST00286,2025-09-17,Product Damaged,2398.35
RET00654,ORD005851,OI012013,PROD0034,CUST00002,2025-08-20,Changed Mind,560.7
RET00655,ORD005857,OI012024,PROD0009,CUST00240,2025-10-26,Product Damaged,7194.38
RET00656,ORD005864,OI012040,PROD0032,CUST00445,2025-06-08,Product Damaged,2886.03
RET00657,ORD005869,OI012051,PROD0050,CUST00595,2025-06-01,Wrong Item Delivered,750.27
RET00658,ORD005885,OI012078,PROD0034,CUST00162,2025-12-23,Quality Issue,560.7
RET00659,ORD005896,OI012099,PROD0008,CUST00405,2025-03-11,Changed Mind,1000.15
RET00660,ORD005901,OI012114,PROD0032,CUST00286,2025-08-23,Wrong Item Delivered,3046.36
RET00661,ORD005903,OI012116,PROD0007,CUST00453,2025-08-19,Product Damaged,2038.6
RET00662,ORD005908,OI012123,PROD0013,CUST00253,2025-09-07,Not as Described,2137.07
RET00663,ORD005910,OI012125,PROD0032,CUST00248,2024-01-26,Wrong Item Delivered,1362.85
RET00664,ORD005913,OI012133,PROD0031,CUST00279,2025-12-10,Wrong Item Delivered,862.99
RET00665,ORD005927,OI012162,PROD0028,CUST00541,2025-08-03,Changed Mind,9171.98
RET00666,ORD005928,OI012164,PROD0049,CUST00567,2024-11-21,Changed Mind,458.06
RET00667,ORD005971,OI012249,PROD0011,CUST00279,2025-10-24,Changed Mind,1364.75
RET00668,ORD005991,OI012290,PROD0044,CUST00434,2024-06-23,Not as Described,311.15
RET00669,ORD005993,OI012293,PROD0013,CUST00405,2025-07-30,Changed Mind,3799.23
RET00670,ORD006006,OI012322,PROD0007,CUST00173,2024-12-19,Not as Described,2398.35
RET00671,ORD006010,OI012333,PROD0034,CUST00122,2025-04-23,Not as Described,560.7
RET00672,ORD006011,OI012334,PROD0021,CUST00287,2025-08-11,Changed Mind,3340.76
RET00673,ORD006014,OI012339,PROD0031,CUST00157,2024-06-16,Wrong Item Delivered,1725.98
RET00674,ORD006020,OI012352,PROD0043,CUST00130,2025-10-14,Better Price Found Elsewhere,2914.27
RET00675,ORD006028,OI012364,PROD0040,CUST00122,2025-12-26,Quality Issue,15933.96
RET00676,ORD006046,OI012399,PROD0049,CUST00134,2025-06-22,Product Damaged,482.17
RET00677,ORD006085,OI012485,PROD0050,CUST00326,2025-08-26,Better Price Found Elsewhere,1500.54
RET00678,ORD006100,OI012516,PROD0034,CUST00172,2024-12-10,Better Price Found Elsewhere,623.0
RET00679,ORD006104,OI012523,PROD0032,CUST00279,2025-11-24,Size/Fit Issue,4810.05
RET00680,ORD006106,OI012526,PROD0031,CUST00172,2024-08-22,Size/Fit Issue,862.99
RET00681,ORD006112,OI012539,PROD0034,CUST00558,2025-05-24,Size/Fit Issue,591.85
RET00682,ORD006119,OI012552,PROD0026,CUST00033,2024-09-01,Product Damaged,1145.07
RET00683,ORD006121,OI012554,PROD0011,CUST00488,2025-07-04,Wrong Item Delivered,1091.8
RET00684,ORD006126,OI012564,PROD0050,CUST00035,2025-09-07,Size/Fit Issue,2250.81
RET00685,ORD006134,OI012577,PROD0037,CUST00168,2024-10-03,Changed Mind,2156.16
RET00686,ORD006138,OI012582,PROD0050,CUST00367,2025-06-23,Product Damaged,712.76
RET00687,ORD006144,OI012597,PROD0033,CUST00078,2025-06-15,Wrong Item Delivered,2386.05
RET00688,ORD006148,OI012602,PROD0009,CUST00573,2025-05-14,Changed Mind,5755.5
RET00689,ORD006154,OI012614,PROD0049,CUST00248,2024-01-21,Quality Issue,482.17
RET00690,ORD006166,OI012636,PROD0032,CUST00399,2025-06-04,Changed Mind,2725.7
RET00691,ORD006183,OI012667,PROD0044,CUST00502,2024-12-29,Product Damaged,280.03
RET00692,ORD006208,OI012722,PROD0050,CUST00595,2025-05-26,Better Price Found Elsewhere,600.22
RET00693,ORD006211,OI012730,PROD0035,CUST00145,2024-10-28,Size/Fit Issue,2184.71
RET00694,ORD006213,OI012733,PROD0050,CUST00251,2025-01-08,Not as Described,600.22
RET00695,ORD006225,OI012757,PROD0034,CUST00263,2025-08-30,Better Price Found Elsewhere,623.0
RET00696,ORD006245,OI012805,PROD0011,CUST00573,2024-04-15,Wrong Item Delivered,1364.75
RET00697,ORD006265,OI012842,PROD0023,CUST00063,2024-08-28,Not as Described,6428.37
RET00698,ORD006275,OI012860,PROD0049,CUST00526,2025-10-28,Better Price Found Elsewhere,867.91
RET00699,ORD006320,OI012954,PROD0012,CUST00313,2024-05-28,Wrong Item Delivered,1572.6
RET00700,ORD006325,OI012961,PROD0050,CUST00313,2025-05-20,Not as Described,600.22
RET00701,ORD006332,OI012975,PROD0049,CUST00445,2024-09-09,Better Price Found Elsewhere,458.06
RET00702,ORD006333,OI012979,PROD0021,CUST00173,2024-12-18,Not as Described,3006.68
RET00703,ORD006339,OI012990,PROD0025,CUST00592,2024-10-17,Product Damaged,1195.98
RET00704,ORD006349,OI013011,PROD0044,CUST00442,2025-10-23,Better Price Found Elsewhere,528.95
RET00705,ORD006355,OI013020,PROD0033,CUST00328,2025-11-08,Changed Mind,4294.89
RET00706,ORD006367,OI013049,PROD0011,CUST00365,2025-07-10,Wrong Item Delivered,1228.28
RET00707,ORD006371,OI013059,PROD0040,CUST00095,2024-12-05,Quality Issue,5311.32
RET00708,ORD006393,OI013105,PROD0044,CUST00385,2025-10-16,Better Price Found Elsewhere,280.03
RET00709,ORD006397,OI013111,PROD0006,CUST00526,2024-03-14,Better Price Found Elsewhere,592.04
RET00710,ORD006405,OI013127,PROD0007,CUST00405,2025-11-24,Quality Issue,4796.7
RET00711,ORD006421,OI013158,PROD0001,CUST00200,2025-06-26,Better Price Found Elsewhere,2681.09
RET00712,ORD006432,OI013182,PROD0032,CUST00338,2025-09-25,Not as Described,1603.35
RET00713,ORD006435,OI013188,PROD0039,CUST00172,2025-10-19,Quality Issue,1362.14
RET00714,ORD006441,OI013206,PROD0040,CUST00530,2025-07-04,Better Price Found Elsewhere,15137.26
RET00715,ORD006443,OI013208,PROD0031,CUST00035,2025-09-13,Not as Described,2459.52
RET00716,ORD006455,OI013230,PROD0011,CUST00577,2025-06-29,Quality Issue,1091.8
RET00717,ORD006471,OI013271,PROD0007,CUST00350,2025-09-06,Not as Described,2278.43
RET00718,ORD006493,OI013309,PROD0013,CUST00370,2025-10-21,Better Price Found Elsewhere,2137.07
RET00719,ORD006505,OI013330,PROD0013,CUST00233,2025-11-13,Size/Fit Issue,2374.52
RET00720,ORD006509,OI013338,PROD0013,CUST00049,2025-03-22,Not as Described,2374.52
RET00721,ORD006521,OI013353,PROD0013,CUST00467,2024-11-19,Better Price Found Elsewhere,2374.52
RET00722,ORD006535,OI013385,PROD0044,CUST00230,2024-06-09,Product Damaged,933.45
RET00723,ORD006540,OI013400,PROD0040,CUST00528,2025-06-08,Size/Fit Issue,4249.06
RET00724,ORD006552,OI013421,PROD0007,CUST00559,2025-03-28,Better Price Found Elsewhere,2398.35
RET00725,ORD006594,OI013507,PROD0001,CUST00228,2024-10-26,Not as Described,5957.98
RET00726,ORD006596,OI013510,PROD0043,CUST00487,2025-05-22,Better Price Found Elsewhere,5828.54
RET00727,ORD006604,OI013519,PROD0049,CUST00186,2024-04-05,Better Price Found Elsewhere,482.17
RET00728,ORD006607,OI013525,PROD0049,CUST00134,2025-07-01,Product Damaged,482.17
RET00729,ORD006609,OI013528,PROD0049,CUST00072,2024-11-21,Not as Described,482.17
RET00730,ORD006634,OI013576,PROD0046,CUST00157,2025-11-07,Product Damaged,425.08
RET00731,ORD006640,OI013584,PROD0011,CUST00289,2025-06-15,Wrong Item Delivered,2320.07
RET00732,ORD006654,OI013609,PROD0007,CUST00422,2024-12-27,Product Damaged,4077.2
RET00733,ORD006656,OI013611,PROD0049,CUST00463,2024-11-07,Product Damaged,482.17
RET00734,ORD006661,OI013624,PROD0049,CUST00023,2025-01-07,Better Price Found Elsewhere,964.34
RET00735,ORD006672,OI013650,PROD0031,CUST00223,2025-03-16,Wrong Item Delivered,776.69
RET00736,ORD006685,OI013680,PROD0049,CUST00423,2025-11-06,Changed Mind,385.74
RET00737,ORD006687,OI013686,PROD0049,CUST00162,2024-06-30,Size/Fit Issue,482.17
RET00738,ORD006690,OI013689,PROD0031,CUST00229,2025-07-11,Quality Issue,733.54
RET00739,ORD006697,OI013699,PROD0007,CUST00558,2024-01-23,Quality Issue,4796.7
RET00740,ORD006702,OI013709,PROD0042,CUST00176,2025-06-13,Better Price Found Elsewhere,5083.73
RET00741,ORD006704,OI013714,PROD0010,CUST00277,2025-09-24,Changed Mind,26205.7
RET00742,ORD006713,OI013728,PROD0044,CUST00043,2024-12-01,Wrong Item Delivered,311.15
RET00743,ORD006717,OI013740,PROD0023,CUST00303,2025-11-05,Wrong Item Delivered,3642.74
RET00744,ORD006730,OI013764,PROD0027,CUST00453,2024-07-05,Size/Fit Issue,6481.48
RET00745,ORD006747,OI013801,PROD0049,CUST00366,2025-10-20,Size/Fit Issue,458.06
RET00746,ORD006749,OI013806,PROD0007,CUST00367,2026-01-01,Quality Issue,4796.7
RET00747,ORD006752,OI013810,PROD0049,CUST00448,2024-07-19,Changed Mind,458.06
RET00748,ORD006756,OI013818,PROD0040,CUST00098,2025-06-18,Wrong Item Delivered,4780.19
RET00749,ORD006757,OI013822,PROD0035,CUST00403,2025-11-16,Wrong Item Delivered,3909.47
RET00750,ORD006770,OI013855,PROD0023,CUST00401,2024-07-11,Not as Described,1821.37
RET00751,ORD006802,OI013926,PROD0007,CUST00072,2024-11-10,Changed Mind,1918.68
RET00752,ORD006804,OI013934,PROD0044,CUST00063,2025-07-23,Changed Mind,311.15
RET00753,ORD006818,OI013963,PROD0007,CUST00426,2025-03-24,Not as Described,4556.86
RET00754,ORD006822,OI013969,PROD0029,CUST00275,2024-05-03,Not as Described,2073.63
RET00755,ORD006839,OI014007,PROD0006,CUST00326,2024-07-12,Wrong Item Delivered,657.82
RET00756,ORD006842,OI014013,PROD0049,CUST00279,2025-12-21,Quality Issue,482.17
RET00757,ORD006848,OI014030,PROD0032,CUST00485,2025-01-06,Wrong Item Delivered,3206.7
RET00758,ORD006849,OI014035,PROD0007,CUST00581,2025-04-09,Product Damaged,2158.52
RET00759,ORD006859,OI014050,PROD0029,CUST00275,2025-11-23,Size/Fit Issue,4147.26
RET00760,ORD006864,OI014057,PROD0046,CUST00277,2025-02-15,Quality Issue,340.06
RET00761,ORD006881,OI014095,PROD0049,CUST00445,2025-04-01,Wrong Item Delivered,964.34
RET00762,ORD006933,OI014210,PROD0049,CUST00251,2024-05-31,Not as Described,1229.53
RET00763,ORD006938,OI014225,PROD0050,CUST00559,2025-11-12,Product Damaged,750.27
RET00764,ORD006939,OI014227,PROD0013,CUST00506,2025-02-18,Changed Mind,2137.07
RET00765,ORD006949,OI014252,PROD0013,CUST00279,2025-11-03,Changed Mind,2137.07
RET00766,ORD006953,OI014259,PROD0002,CUST00434,2025-07-02,Quality Issue,3632.54
RET00767,ORD006955,OI014262,PROD0006,CUST00352,2025-12-19,Wrong Item Delivered,657.82
RET00768,ORD006971,OI014294,PROD0044,CUST00519,2025-05-18,Wrong Item Delivered,248.92
RET00769,ORD006986,OI014317,PROD0018,CUST00459,2025-11-30,Size/Fit Issue,3767.08
RET00770,ORD006996,OI014333,PROD0007,CUST00558,2025-08-21,Size/Fit Issue,2278.43
RET00771,ORD006999,OI014337,PROD0049,CUST00182,2025-11-09,Changed Mind,433.95
RET00772,ORD007006,OI014352,PROD0016,CUST00421,2024-11-08,Better Price Found Elsewhere,2151.12
RET00773,ORD007014,OI014367,PROD0020,CUST00548,2025-10-08,Changed Mind,4914.12
RET00774,ORD007028,OI014397,PROD0007,CUST00408,2025-02-21,Not as Described,2398.35
RET00775,ORD007029,OI014398,PROD0050,CUST00151,2025-03-29,Wrong Item Delivered,1350.49
RET00776,ORD007058,OI014458,PROD0013,CUST00313,2024-02-28,Not as Described,1899.62
RET00777,ORD007060,OI014462,PROD0029,CUST00405,2024-11-27,Product Damaged,1658.9
RET00778,ORD007077,OI014502,PROD0034,CUST00580,2025-11-16,Better Price Found Elsewhere,1495.2
RET00779,ORD007105,OI014562,PROD0018,CUST00539,2025-05-14,Not as Described,3557.79
RET00780,ORD007108,OI014572,PROD0028,CUST00371,2024-08-03,Not as Described,8713.38
RET00781,ORD007111,OI014580,PROD0030,CUST00247,2025-02-22,Product Damaged,2316.48
RET00782,ORD007120,OI014602,PROD0049,CUST00215,2025-09-02,Size/Fit Issue,482.17
RET00783,ORD007124,OI014610,PROD0031,CUST00214,2024-10-07,Product Damaged,1553.38
RET00784,ORD007125,OI014611,PROD0049,CUST00463,2024-11-22,Better Price Found Elsewhere,433.95
RET00785,ORD007142,OI014642,PROD0007,CUST00260,2024-11-25,Quality Issue,2278.43
RET00786,ORD007147,OI014654,PROD0013,CUST00002,2025-11-11,Wrong Item Delivered,2374.52
RET00787,ORD007153,OI014667,PROD0045,CUST00269,2025-09-22,Changed Mind,1335.85
RET00788,ORD007160,OI014680,PROD0049,CUST00013,2024-08-07,Size/Fit Issue,409.84
RET00789,ORD007178,OI014720,PROD0030,CUST00391,2024-06-26,Better Price Found Elsewhere,1100.33
RET00790,ORD007179,OI014723,PROD0049,CUST00279,2025-10-14,Wrong Item Delivered,409.84
RET00791,ORD007183,OI014735,PROD0050,CUST00369,2025-04-09,Product Damaged,750.27
RET00792,ORD007194,OI014758,PROD0050,CUST00029,2025-11-25,Wrong Item Delivered,750.27
RET00793,ORD007203,OI014777,PROD0050,CUST00023,2024-11-14,Size/Fit Issue,1275.46
RET00794,ORD007207,OI014783,PROD0044,CUST00133,2025-04-08,Not as Described,311.15
RET00795,ORD007247,OI014862,PROD0019,CUST00175,2024-12-11,Better Price Found Elsewhere,957.5
RET00796,ORD007252,OI014868,PROD0023,CUST00341,2025-01-31,Changed Mind,1714.23
RET00797,ORD007257,OI014878,PROD0044,CUST00573,2024-04-15,Quality Issue,591.18
RET00798,ORD007261,OI014885,PROD0049,CUST00186,2025-06-21,Quality Issue,433.95
RET00799,ORD007279,OI014918,PROD0032,CUST00229,2024-09-22,Product Damaged,3046.36
RET00800,ORD007287,OI014932,PROD0005,CUST00101,2025-11-02,Quality Issue,1478.08
RET00801,ORD007291,OI014943,PROD0020,CUST00072,2025-12-23,Changed Mind,4177.0
RET00802,ORD007307,OI014970,PROD0050,CUST00588,2025-02-24,Size/Fit Issue,750.27
RET00803,ORD007309,OI014972,PROD0050,CUST00476,2025-06-15,Wrong Item Delivered,750.27
RET00804,ORD007313,OI014979,PROD0007,CUST00574,2024-11-22,Size/Fit Issue,7195.05
RET00805,ORD007314,OI014980,PROD0050,CUST00236,2025-07-29,Changed Mind,750.27
RET00806,ORD007336,OI015028,PROD0049,CUST00573,2024-11-17,Changed Mind,458.06
RET00807,ORD007343,OI015038,PROD0024,CUST00350,2025-08-10,Size/Fit Issue,6288.62
RET00808,ORD007344,OI015039,PROD0002,CUST00379,2025-10-12,Better Price Found Elsewhere,3632.54
RET00809,ORD007352,OI015057,PROD0040,CUST00502,2024-09-14,Wrong Item Delivered,5311.32
RET00810,ORD007356,OI015070,PROD0049,CUST00038,2025-03-01,Wrong Item Delivered,482.17
RET00811,ORD007371,OI015098,PROD0013,CUST00380,2024-07-22,Not as Described,2374.52
RET00812,ORD007378,OI015115,PROD0013,CUST00513,2025-09-25,Quality Issue,2374.52
RET00813,ORD007381,OI015119,PROD0031,CUST00231,2025-11-10,Wrong Item Delivered,690.39
RET00814,ORD007384,OI015123,PROD0023,CUST00093,2025-01-02,Size/Fit Issue,2142.79
RET00815,ORD007391,OI015138,PROD0044,CUST00405,2024-11-08,Size/Fit Issue,295.59
RET00816,ORD007396,OI015149,PROD0040,CUST00495,2025-07-20,Better Price Found Elsewhere,5311.32
RET00817,ORD007407,OI015170,PROD0049,CUST00562,2024-08-15,Size/Fit Issue,385.74
RET00818,ORD007427,OI015220,PROD0031,CUST00502,2024-09-21,Better Price Found Elsewhere,862.99
RET00819,ORD007440,OI015247,PROD0032,CUST00460,2024-12-31,Not as Described,1362.85
RET00820,ORD007450,OI015268,PROD0001,CUST00248,2025-07-30,Product Damaged,2978.99
RET00821,ORD007451,OI015271,PROD0024,CUST00497,2024-07-15,Better Price Found Elsewhere,10481.04
RET00822,ORD007456,OI015282,PROD0050,CUST00196,2025-06-26,Wrong Item Delivered,750.27
RET00823,ORD007464,OI015305,PROD0007,CUST00410,2025-02-26,Wrong Item Delivered,4077.2
RET00824,ORD007479,OI015335,PROD0049,CUST00342,2025-05-14,Quality Issue,964.34
RET00825,ORD007481,OI015344,PROD0028,CUST00050,2024-08-12,Quality Issue,8254.78
RET00826,ORD007496,OI015378,PROD0006,CUST00396,2025-08-08,Quality Issue,624.93
RET00827,ORD007503,OI015392,PROD0049,CUST00008,2025-12-10,Better Price Found Elsewhere,458.06
RET00828,ORD007507,OI015401,PROD0016,CUST00299,2024-12-22,Size/Fit Issue,2031.61
RET00829,ORD007526,OI015438,PROD0031,CUST00581,2025-03-31,Wrong Item Delivered,862.99
RET00830,ORD007537,OI015461,PROD0013,CUST00145,2026-01-04,Changed Mind,2255.79
RET00831,ORD007541,OI015468,PROD0002,CUST00463,2025-08-18,Product Damaged,3846.22
RET00832,ORD007545,OI015478,PROD0040,CUST00523,2025-01-11,Size/Fit Issue,5311.32
RET00833,ORD007558,OI015500,PROD0044,CUST00243,2025-05-02,Wrong Item Delivered,886.78
RET00834,ORD007582,OI015552,PROD0044,CUST00405,2025-10-15,Not as Described,280.03
RET00835,ORD007591,OI015569,PROD0013,CUST00591,2025-12-30,Not as Described,2374.52
RET00836,ORD007595,OI015577,PROD0014,CUST00032,2025-01-06,Better Price Found Elsewhere,2619.77
RET00837,ORD007597,OI015582,PROD0049,CUST00058,2024-05-29,Wrong Item Delivered,819.69
RET00838,ORD007601,OI015591,PROD0049,CUST00397,2024-12-22,Wrong Item Delivered,819.69
RET00839,ORD007609,OI015609,PROD0007,CUST00035,2025-09-07,Quality Issue,2158.52
RET00840,ORD007616,OI015619,PROD0044,CUST00573,2025-04-10,Wrong Item Delivered,311.15
RET00841,ORD007644,OI015687,PROD0032,CUST00376,2025-04-08,Size/Fit Issue,1603.35
RET00842,ORD007645,OI015688,PROD0044,CUST00463,2024-02-23,Not as Described,311.15
RET00843,ORD007646,OI015689,PROD0050,CUST00145,2026-01-11,Product Damaged,750.27
RET00844,ORD007665,OI015730,PROD0011,CUST00342,2025-05-05,Not as Described,2593.02
RET00845,ORD007685,OI015766,PROD0031,CUST00299,2025-08-19,Product Damaged,2588.97
RET00846,ORD007687,OI015771,PROD0013,CUST00503,2025-08-28,Changed Mind,2137.07
RET00847,ORD007691,OI015779,PROD0050,CUST00496,2025-07-30,Better Price Found Elsewhere,600.22
RET00848,ORD007710,OI015817,PROD0044,CUST00380,2025-11-18,Not as Described,560.07
RET00849,ORD007711,OI015818,PROD0031,CUST00189,2025-05-19,Better Price Found Elsewhere,819.84
RET00850,ORD007714,OI015824,PROD0013,CUST00559,2025-07-14,Product Damaged,2255.79
RET00851,ORD007717,OI015829,PROD0020,CUST00497,2024-05-12,Size/Fit Issue,4914.12
RET00852,ORD007742,OI015888,PROD0007,CUST00558,2024-03-14,Changed Mind,2398.35
RET00853,ORD007750,OI015906,PROD0049,CUST00142,2024-10-28,Quality Issue,458.06
RET00854,ORD007754,OI015918,PROD0031,CUST00226,2024-11-28,Better Price Found Elsewhere,1553.38
RET00855,ORD007761,OI015930,PROD0049,CUST00345,2025-01-30,Size/Fit Issue,482.17
RET00856,ORD007768,OI015948,PROD0011,CUST00134,2025-07-07,Quality Issue,2729.5
RET00857,ORD007771,OI015954,PROD0050,CUST00549,2025-09-20,Changed Mind,2025.73
RET00858,ORD007773,OI015959,PROD0045,CUST00506,2025-07-10,Product Damaged,2270.94
RET00859,ORD007783,OI015979,PROD0013,CUST00061,2025-03-27,Changed Mind,2255.79
RET00860,ORD007784,OI015980,PROD0050,CUST00223,2025-01-17,Changed Mind,750.27
RET00861,ORD007788,OI015991,PROD0040,CUST00328,2024-04-27,Wrong Item Delivered,5045.75
RET00862,ORD007794,OI016001,PROD0011,CUST00448,2024-12-14,Size/Fit Issue,3275.4
